Customer ID,avg_order_value,time_as_customer,avg_price_item,subscriber_newsletter,uses_coupons,customer_group,affiliation
17355.0,20.0,59,20.0,0,0,Consumer,
17356.0,550.0,59,550.0,0,0,Medical 40,Medical - Physical Therapist
17357.0,520.0,910,260.0,0,1,Medical 50,Medical - Chiropractor
17358.0,60.0,59,20.0,0,0,Medical 40,Medical - Chiropractor
17359.0,100.0,1553,20.0,0,1,Medical 40,Medical - Chiropractor
17361.0,130.5,70,130.5,0,1,Medical 40,Medical - Chiropractor
17362.0,250.0,59,250.0,0,0,Medical 40,Medical - Chiropractor
17363.0,550.0,59,550.0,0,1,Medical 40,Medical - Chiropractor
17364.0,79.94,59,39.97,0,0,Consumer,
17365.0,550.0,1608,550.0,0,1,FMT Instructors,Medical - Chiropractor
17366.0,40.0,59,20.0,0,0,Consumer,Medical - Physical Therapist
17367.0,120.0,89,120.0,0,1,Medical 40,Medical - General/Other
17368.0,40.0,89,20.0,0,0,Consumer, -------
17370.0,61.15,934,12.23,0,0,Medical 50,Medical - Physical Therapist
17371.0,294.0,1538,7.0,0,0,Medical 50,Medical - Physical Therapist
17372.0,250.0,89,250.0,0,0,Medical 40,Medical - Chiropractor
17373.0,520.0,89,520.0,0,1,Medical 50,Medical - Chiropractor
17374.0,100.0,89,20.0,0,1,Medical 40,Medical - General/Other
17375.0,60.0,89,20.0,0,0,Medical 40,Medical - General/Other
17376.0,260.0,692,86.66666666666667,0,1,Medical 50,Medical - Physical Therapist
17377.0,100.0,89,100.0,0,1,Medical 40,Medical - General/Other
17378.0,150.0,89,50.0,0,1,Medical 40,Medical - Chiropractor
17379.0,200.0,1118,200.0,1,0,Medical 50,Medical - General/Other
17380.0,40.0,89,20.0,0,0,Consumer, -------
17381.0,20.0,119,20.0,0,0,Consumer, -------
17382.0,550.0,513,550.0,0,0,Medical 40,Medical - Chiropractor
17383.0,220.0,934,20.0,0,1,Medical 50,Medical - Chiropractor/HealthSource
17384.0,168.0,1411,12.0,0,1,Medical 40,Medical - Chiropractor
17385.0,520.0,119,260.0,0,1,Medical 40,Medical - General/Other
17386.0,59.99,1207,59.99,1,0,Consumer, -------
17387.0,520.0,119,520.0,0,1,Medical 40,Medical - Hospital/Medical Center
17388.0,0.0,119,0.0,0,0,Medical 40,Medical - Athletic Trainer (Certified)
17389.0,0.0,1155,0.0,0,0,Consumer,Medical - Athletic Trainer (Certified)
17390.0,0.0,119,0.0,0,0,Consumer,Medical - Athletic Trainer (Certified)
17391.0,522.0,181,522.0,0,1,Medical 40,Medical - Hospital/Medical Center
17392.0,250.0,1447,250.0,1,0,Medical 40,Medical - Chiropractor
17394.0,20.0,119,20.0,0,0,Consumer,Medical - Physical Therapist
17395.0,520.0,1181,520.0,1,1,Medical 40,Medical - Physical Therapist
17396.0,120.0,573,24.0,0,1,Medical 40,Medical - Massage Therapist
17397.0,250.0,1370,125.0,1,1,Medical 40,Medical - Chiropractor
17398.0,100.0,119,20.0,0,1,Medical 40,Medical - Chiropractor
17399.0,20.0,119,20.0,0,1,Consumer,
17400.0,40.0,119,20.0,0,0,Medical 40,Medical - General/Other
17401.0,59.99,148,59.99,0,0,Consumer, -------
17402.0,520.0,148,520.0,0,1,Medical 40,Medical - Chiropractor
17403.0,195.74,1077,97.87,1,1,Medical 40,Medical - Acupuncturist
17404.0,100.0,852,100.0,0,1,Medical 40,Medical - Chiropractor
17405.0,300.0,148,300.0,0,1,Consumer,
17406.0,149.95,148,24.991666666666664,0,1,Medical 40,Medical - Chiropractor
17407.0,20.0,178,20.0,0,0,Consumer,
17408.0,39.95,178,19.975,0,0,Consumer,
17409.0,23.0,178,5.75,0,1,Consumer,
17410.0,59.99,178,59.99,0,0,Consumer,
17411.0,240.0,178,120.0,0,0,Medical 40,Medical - Physical Therapist
17412.0,20.0,271,20.0,0,0,Consumer,Medical - Physical Therapist
17414.0,40.0,547,20.0,0,0,Consumer,Medical - Physical Therapist
17415.0,20.0,178,20.0,0,1,Consumer,Medical - Physical Therapist
17416.0,550.0,1292,550.0,0,0,Medical 40,Medical - Physical Therapist
17417.0,120.0,178,120.0,0,1,Medical 40,Medical - Physical Therapist
17418.0,120.0,498,120.0,0,1,Medical 40,Medical - General/Other
17419.0,100.0,346,20.0,0,0,Medical 40,Medical - Chiropractor
17421.0,0.0,207,0.0,0,0,Consumer, -------
17422.0,0.0,207,0.0,0,0,Consumer, -------
17423.0,60.0,207,30.0,0,0,Medical 40,Medical - Chiropractor
17424.0,89.99,207,8.18090909090909,0,0,Consumer,
17425.0,940.0,1512,22.38095238095238,1,0,Consumer,Retailer - General/Other
17426.0,420.0,207,35.0,0,0,Medical 40,Medical - Chiropractor
17427.0,0.0,399,0.0,0,0,Medical 50,Medical - Chiropractor/HealthSource
17428.0,0.0,207,0.0,0,0,Consumer,Medical - Chiropractor/HealthSource
17429.0,420.0,207,30.0,0,0,Retail 50 - Taxable,Retail Fitness - CrossFit Box
17430.0,0.0,207,0.0,0,0,Friends or Sponsored Athletes,Retail Fitness - CrossFit Box
17431.0,0.0,207,0.0,0,0,Consumer,Retail Fitness - CrossFit Box
17432.0,609.8,1544,46.9076923076923,0,1,Medical 50,Medical - Physical Therapist
17433.0,0.0,207,0.0,0,0,Friends or Sponsored Athletes,Medical - Physical Therapist
17434.0,240.0,1598,20.0,0,1,Medical 40,Medical - Physical Therapist
17435.0,40.0,127,20.0,0,0,Medical 40,Medical - Chiropractor
17437.0,38.01,207,38.01,0,0,Consumer,
17438.0,217.5,207,21.75,0,1,Consumer,
17439.0,550.0,207,550.0,0,1,Medical 50,Medical - Chiropractor
17440.0,100.0,207,20.0,0,1,Medical 40,Medical - General/Other
17441.0,108.75,563,21.75,0,1,Medical 50,Medical - General/Other
17442.0,160.0,1512,20.0,0,1,Retail 50 - Nontaxable,Retailer - Specialty Run
17443.0,550.0,0,550.0,0,0,Medical 40,Medical - Chiropractor
17444.0,0.0,1671,0.0,1,0,Consumer,
17445.0,100.0,101,25.0,0,1,Medical 40,Medical - Chiropractor
17446.0,60.0,0,20.0,0,0,Medical 40,Medical - Chiropractor
17448.0,550.0,195,550.0,0,0,Medical 40,Medical - Chiropractor
17449.0,997.9,930,29.349999999999998,0,1,Medical 50,Medical - Chiropractor
17450.0,550.0,507,550.0,0,1,Medical 40,Medical - Chiropractor
17451.0,20.0,0,20.0,0,0,Medical 40,Medical - Chiropractor
17452.0,179.95,414,22.49375,0,0,Medical 40,Medical - Chiropractor
17453.0,180.0,1294,20.0,1,1,Medical 50,Medical - Chiropractor
17454.0,59.99,841,59.99,0,0,Consumer,
17455.0,39.95,40,19.975,0,0,Medical 40,Medical - Chiropractor
17457.0,20.0,0,20.0,0,1,Consumer,
17458.0,0.0,0,0.0,0,0,Consumer,
17459.0,559.8,1073,111.96,0,1,Retail 50 - Nontaxable,Retailer - Specialty Run
17460.0,119.95,379,23.990000000000002,0,1,Equine Wholesale 40,Equine - Horse Owner
17461.0,39.95,0,19.975,1,0,Consumer, -------
17462.0,550.0,344,550.0,0,0,Medical 50,Medical - General/Other
17463.0,54.95,522,27.475,0,0,Consumer, -------
17464.0,20.0,0,20.0,0,0,Consumer, -------
17465.0,65.24,0,65.24,0,0,Consumer, -------
17466.0,49.95,0,49.95,0,0,Consumer, -------
17467.0,40.0,0,20.0,0,0,Consumer, -------
17468.0,100.0,1329,100.0,1,1,Medical 40,Medical - Chiropractor
17469.0,0.0,0,0.0,0,0,Consumer,
17470.0,60.0,0,20.0,0,0,Consumer,
17471.0,120.0,1216,120.0,1,1,Medical 40,Medical - Chiropractor
17472.0,0.0,0,0.0,0,0,Friends or Sponsored Athletes,Medical - Chiropractor
17473.0,0.0,0,0.0,0,0,Consumer,
17474.0,179.95,0,19.994444444444444,0,1,Medical 40,Medical - Chiropractor
17475.0,0.0,0,0.0,1,0,Consumer,
17476.0,3348.0,1444,13.834710743801653,0,0,Medical 50,Medical - Federal Government
17477.0,20.0,14,20.0,0,0,Consumer,Medical - Physical Therapist
17478.0,40.0,217,20.0,0,0,Consumer,Medical - Physical Therapist
17479.0,59.99,0,59.99,0,0,Consumer,Medical - Physical Therapist
17480.0,0.0,0,0.0,0,0,Consumer,Medical - Physical Therapist
17481.0,100.0,0,100.0,0,1,Consumer,Medical - Physical Therapist
17482.0,40.0,1470,20.0,1,0,Medical 40,Medical - Chiropractor
17483.0,0.0,121,0.0,0,0,Consumer,
17484.0,480.0,1575,34.285714285714285,1,1,Medical 40,Medical - Chiropractor
17485.0,0.0,161,0.0,0,0,Consumer, -------
17486.0,110.0,0,110.0,0,1,Medical 40,Medical - Chiropractor
17487.0,550.0,126,550.0,0,1,Medical 40,Medical - Chiropractor
17488.0,40.0,0,20.0,0,0,Consumer,
17491.0,175.95,0,19.549999999999997,0,1,Medical 40,Medical - Massage Therapist
17492.0,250.0,855,250.0,0,0,Medical 40,Medical - Athletic Trainer (Certified)
17493.0,300.0,0,300.0,0,1,Medical 40,Medical - General/Other
17494.0,43.5,71,21.75,0,0,Consumer, -------
17495.0,159.95,1569,19.99375,1,1,Medical 50,Medical - Physical Therapist
17496.0,550.0,565,550.0,0,0,Medical 50,Medical - Physical Therapist
17497.0,250.0,0,250.0,0,1,Medical 50,Medical - Chiropractor
17498.0,0.0,1128,0.0,0,0,Medical 50,Medical - Chiropractor
17499.0,120.0,1358,20.0,0,1,Medical 40,Medical - Physical Therapist
17500.0,360.0,134,45.0,0,1,Medical 50,Medical - Chiropractor/HealthSource
17501.0,560.0,875,20.0,0,1,Retail 40 - Nontaxable,Retailer - General/Other
17502.0,0.0,0,0.0,0,0,Consumer,Retailer - General/Other
17503.0,0.0,0,0.0,0,0,Consumer,Retailer - General/Other
17504.0,0.0,154,0.0,0,0,Consumer,Retailer - General/Other
17505.0,110.0,0,110.0,0,0,Medical 40,Medical - Hospital/Medical Center
17506.0,0.0,0,0.0,0,0,Consumer, -------
17507.0,250.0,7,250.0,0,0,Consumer,Retail Fitness - Personal Trainer
17508.0,120.0,1364,20.0,0,1,Medical 50,Retail Fitness - Personal Trainer
17509.0,394.95,1664,98.7375,0,1,Medical 40,Medical - Physical Therapist
17510.0,21.75,0,21.75,0,0,Consumer, -------
17511.0,550.0,900,550.0,0,1,Medical 50,Medical - Chiropractor
17512.0,550.0,0,550.0,0,1,Medical 40,Medical - General/Other
17513.0,550.0,0,550.0,0,1,Medical 40,Sponsored Athlete
17514.0,550.0,0,550.0,0,1,Medical 40,Medical - General/Other
17515.0,550.0,995,550.0,0,1,Medical 40,Medical - General/Other
17516.0,550.0,0,550.0,0,1,Medical 40,Medical - General/Other
17517.0,299.95,124,99.98333333333333,0,0,Medical 40,Medical - Acupuncturist
17518.0,59.99,0,59.99,0,0,Consumer, -------
17519.0,550.0,0,550.0,0,1,Medical 40,Sponsored Athlete
17520.0,599.9,0,39.99333333333333,0,1,Medical 40,Medical - Acupuncturist
17521.0,20.0,1077,20.0,0,0,Medical 50,Medical - Massage Therapist
17522.0,100.0,1204,20.0,0,1,Medical 50,Medical - Chiropractor
17524.0,250.0,146,250.0,0,1,Medical 40,Medical - Student
17525.0,250.0,0,250.0,0,0,Medical 40,Medical - Chiropractor
17526.0,100.0,197,33.333333333333336,0,1,Medical 40,Medical - Hospital/Medical Center
17527.0,0.0,0,0.0,0,0,Medical 40,Medical - General/Other
17528.0,0.0,0,0.0,0,0,Medical 50,Medical - Physical Therapist
17529.0,550.0,838,550.0,1,0,Medical 50,Medical - Physical Therapist
17530.0,180.0,854,25.714285714285715,0,1,Medical 50,Medical - Chiropractor
17531.0,0.0,0,0.0,0,0,Medical 40,Medical - Physical Therapist
17532.0,320.0,560,53.333333333333336,0,1,Medical 40,Medical - Physical Therapist
17533.0,0.0,0,0.0,0,0,Medical 40,Medical - Physical Therapist
17534.0,100.0,497,25.0,1,1,Medical 40,Medical - Chiropractor
17535.0,94.95,1599,23.7375,0,0,Medical 40,Medical - Chiropractor
17536.0,550.0,0,550.0,0,1,Medical 40,Medical - Chiropractor
17537.0,100.0,378,20.0,0,1,Medical 40,Medical - Hospital/Medical Center
17538.0,20.9,0,20.9,0,0,Consumer, -------
17539.0,20.0,0,20.0,0,0,Medical 40,Medical - Chiropractor
17540.0,420.0,1661,20.0,0,1,Retail 50 - Nontaxable,Retailer - Specialty Run
17541.0,20.0,0,20.0,0,1,Consumer,Retailer - Specialty Run
17542.0,0.0,1298,0.0,1,0,Medical 40,Medical - Chiropractor
17543.0,550.0,0,550.0,0,1,Medical 40,Medical - Chiropractor
17544.0,49.0,154,24.5,0,1,Consumer,
17545.0,500.0,40,250.0,0,1,Medical 40,Medical - Chiropractor
17546.0,0.0,301,0.0,0,0,Friends or Sponsored Athletes,Medical - Chiropractor
17547.0,0.0,0,0.0,0,0,Consumer,
17548.0,230.0,0,115.0,0,1,Medical 50,Medical - Chiropractor
17549.0,550.0,1232,550.0,1,1,Medical 50,Medical - Chiropractor
17550.0,0.0,0,0.0,0,0,Consumer,
17551.0,250.0,0,250.0,0,1,Medical 40,Medical - Chiropractor
17552.0,40.0,1276,20.0,1,0,Consumer,
17553.0,130.5,0,130.5,0,1,Medical 40,Medical - Physical Therapist
17554.0,200.0,0,200.0,0,1,Medical 40,Medical - General/Other
17555.0,50.0,0,50.0,0,0,Medical 40,Medical - Chiropractor
17556.0,520.0,1039,520.0,0,1,Medical 40,Medical - Chiropractor
17558.0,110.0,1564,110.0,0,1,Medical 50,Medical - Chiropractor
17559.0,43.5,450,21.75,0,0,Consumer,
17560.0,550.0,290,550.0,0,1,Medical 40,Medical - Chiropractor
17561.0,20.0,300,20.0,0,0,Consumer,
17562.0,550.0,375,550.0,0,1,Medical 50,Medical - Chiropractor
17563.0,120.0,0,20.0,0,0,Consumer,
17564.0,250.0,0,250.0,0,1,Medical 40,Medical - Chiropractor
17565.0,40.0,0,20.0,0,0,Medical 40,Medical - Chiropractor
17566.0,62.7,0,20.900000000000002,0,0,Medical 40,Medical - Chiropractor
17567.0,550.0,0,550.0,0,1,Medical 40,Medical - Chiropractor
17568.0,21.75,0,21.75,0,0,Consumer,
17569.0,40.0,0,20.0,0,0,Consumer,
17570.0,100.0,1476,20.0,1,1,Medical 40,Medical - Physical Therapist
17571.0,40.0,0,20.0,0,0,Consumer,Medical - Physical Therapist
17572.0,550.0,0,550.0,0,1,Medical 40,Medical - Physical Therapist
17573.0,200.0,0,200.0,0,1,Medical 40,Medical - Physical Therapist
17574.0,202.0,0,50.5,0,1,Medical 40,Medical - Chiropractor
17575.0,60.0,744,20.0,0,0,Medical 40,Medical - Physical Therapist
17576.0,40.0,0,20.0,0,0,Consumer,Medical - Physical Therapist
17577.0,110.0,1527,11.0,1,0,Medical 40,Medical - Hospital/Medical Center
17578.0,120.0,1237,20.0,0,0,Medical 40,Medical - Physical Therapist
17579.0,120.0,0,30.0,0,0,Consumer, -------
17581.0,180.0,0,1.6981132075471699,0,1,Medical 50,Retailer - General/Other
17582.0,20.0,0,20.0,0,0,Consumer,Retailer - General/Other
17583.0,200.0,211,200.0,0,0,Medical 40,Medical - Athletic Trainer (Certified)
17584.0,550.0,37,550.0,0,1,Medical 50,Medical - Chiropractor
17585.0,0.0,0,0.0,0,0,Consumer,Medical - Athletic Trainer (Certified)
17586.0,520.0,738,260.0,0,1,Medical 50,Medical - Chiropractor
17588.0,43.5,0,21.75,0,0,Consumer,
17589.0,60.0,1579,60.0,0,0,Medical 40,Medical - General/Other
17590.0,0.0,0,0.0,0,0,Consumer, -------
17591.0,20.0,0,20.0,0,0,Consumer, -------
17593.0,200.0,722,200.0,0,1,Medical 50,Medical - General/Other
17594.0,550.0,0,550.0,0,1,Donations,Medical - Physical Therapist
17595.0,80.0,1122,20.0,1,1,Consumer,Medical - Physical Therapist
17596.0,550.0,0,550.0,0,1,Medical 40,Medical - Physical Therapist
17597.0,249.95,847,27.772222222222222,0,0,Medical 50,Medical - Physical Therapist
17598.0,550.0,1219,550.0,0,0,Medical 40,Medical - Physical Therapist
17599.0,429.95,1563,21.4975,1,1,Medical 50,Medical - Chiropractor
17600.0,550.0,1470,550.0,1,1,Medical 40,Medical - Physical Therapist
17601.0,20.0,706,20.0,0,0,Retail 50 - Nontaxable,Retail Fitness - Independent Location
17602.0,1070.0,1519,535.0,1,1,Medical 50,Medical - Chiropractor
17603.0,480.0,483,120.0,0,0,Medical 40,Medical - Physical Therapist
17604.0,39.95,1462,19.975,0,0,Medical 40,Medical - Chiropractor
17605.0,0.0,0,0.0,0,0,Medical 40,Medical - Athletic Trainer (Certified)
17606.0,120.0,1481,20.0,0,0,Medical 50,Medical - Chiropractor
17607.0,400.0,0,20.0,0,1,Medical 40,Medical - Massage Therapist
17608.0,20.0,0,20.0,0,0,Consumer,Medical - Physical Therapist
17609.0,0.0,0,0.0,0,0,Donations,
17610.0,0.0,0,0.0,0,0,Donations,Medical - Physical Therapist
17611.0,20.0,0,20.0,0,0,Consumer,Medical - Physical Therapist
17612.0,65.25,0,21.75,0,0,Medical 40,Medical - Chiropractor
17613.0,0.0,48,0.0,0,0,Medical 40,Medical - Chiropractor
17614.0,0.0,1525,0.0,0,0,Medical 40,Medical - Chiropractor
17615.0,0.0,0,0.0,0,0,Consumer,
17616.0,1320.0,1287,23.571428571428573,0,1,Medical 40,Medical - Physical Therapist
17617.0,652.5,1347,21.75,0,1,Medical 40,Medical - Chiropractor
17618.0,550.0,0,550.0,0,1,Consumer,
17619.0,520.0,1037,520.0,0,1,Medical 50,Medical - Hospital/Medical Center
17620.0,80.0,72,20.0,0,0,Medical 40,Medical - Chiropractor
17621.0,520.0,0,520.0,0,1,Consumer, -------
17623.0,0.0,0,0.0,0,0,Consumer,
17624.0,0.0,112,0.0,0,0,Consumer, -------
17625.0,0.0,290,0.0,0,0,Consumer, -------
17626.0,0.0,0,0.0,0,0,Retail 40 - Nontaxable,Retailer - Specialty Run
17627.0,195.75,122,21.75,0,1,Medical 40,Medical - Chiropractor
17628.0,550.0,0,550.0,0,1,Medical 40,Medical - Chiropractor
17629.0,250.0,1224,250.0,1,1,Medical 40,Medical - Chiropractor
17630.0,100.0,0,20.0,0,1,Medical 40,Medical - General/Other
17631.0,87.0,483,21.75,0,1,Medical 50,Medical - Federal Government
17632.0,20.0,0,20.0,0,1,Consumer,Medical - Physical Therapist
17633.0,0.0,0,0.0,0,0,Medical 50,Medical - Chiropractor
17634.0,0.0,0,0.0,0,0,Consumer,
17635.0,0.0,0,0.0,0,0,Consumer,
17636.0,0.0,0,0.0,0,0,Consumer,
17637.0,120.0,0,20.0,0,1,Medical 40,Medical - Chiropractor
17638.0,20.0,1232,20.0,1,1,Medical 40,Medical - Chiropractor
17639.0,250.0,635,250.0,0,0,Medical 40,Medical - Chiropractor
17640.0,0.0,0,0.0,0,0,Donations,Medical - Chiropractor
17641.0,550.0,0,550.0,0,1,Consumer,Retail Fitness - Personal Trainer
17642.0,20.0,0,20.0,0,0,Consumer,Retail Fitness - Personal Trainer
17643.0,120.0,1509,20.0,1,1,Medical 40,Medical - Physical Therapist
17645.0,550.0,35,550.0,0,1,Medical 40,Medical - Physical Therapist
17647.0,561.0,1583,280.5,1,0,Medical 50,Medical - Hospital/Medical Center
17648.0,0.0,0,0.0,0,0,Consumer, -------
17649.0,0.0,0,0.0,0,0,Friends or Sponsored Athletes,Medical - General/Other
17650.0,550.0,791,550.0,0,1,Medical 50,Medical - Massage Therapist
17652.0,100.0,0,20.0,0,1,Medical 40,Medical - Chiropractor
17653.0,100.0,1503,100.0,0,1,Medical 40,Medical - Chiropractor
17654.0,550.0,1458,550.0,0,1,Retail 50 - Nontaxable,Retailer - General/Other
17655.0,520.0,407,520.0,0,1,Medical 50,Medical - Chiropractor/HealthSource
17656.0,240.0,344,34.285714285714285,0,1,Medical 50,Medical - Chiropractor/HealthSource
17657.0,114.94,1415,38.31333333333333,0,0,Consumer,Medical - Chiropractor/HealthSource
17658.0,480.0,1422,120.0,1,1,Medical 40,Medical - Chiropractor
17659.0,120.0,398,120.0,0,1,Medical 40,Medical - Hospital/Medical Center
17660.0,240.0,107,120.0,0,1,Medical 50,Medical - Chiropractor/HealthSource
17661.0,250.0,1004,250.0,0,1,Consumer,Medical - Chiropractor/HealthSource
17662.0,0.0,0,0.0,0,0,Consumer,Medical - Chiropractor/HealthSource
17663.0,550.0,0,550.0,0,1,Medical 40,Medical - Chiropractor
17664.0,550.0,295,550.0,0,1,Medical 50,Medical - Chiropractor
17665.0,550.0,0,550.0,0,1,Medical 40,Medical - Athletic Trainer (Certified)
17666.0,39.95,0,19.975,0,0,Consumer,Medical - Physical Therapist
17667.0,0.0,0,0.0,0,0,Consumer,Medical - Physical Therapist
17668.0,200.0,552,33.333333333333336,0,1,Medical 50,Medical - Chiropractor
17669.0,0.0,0,0.0,0,0,Consumer,
17670.0,0.0,1259,0.0,0,0,Retail 40 - Nontaxable,Medical - General/Other
17671.0,20.0,839,0.3333333333333333,0,0,Medical 40,Medical - Chiropractor/HealthSource
17672.0,0.0,0,0.0,0,0,Medical 40,Medical - Chiropractor
17673.0,520.0,0,520.0,0,1,Medical 40,Medical - Physical Therapist
17674.0,550.0,1174,550.0,0,1,Medical 50,Medical - Chiropractor/HealthSource
17675.0,100.0,0,20.0,0,1,Consumer,Medical - Chiropractor/HealthSource
17676.0,550.0,0,550.0,0,1,Medical 40,Medical - Chiropractor/HealthSource
17677.0,330.0,1431,47.142857142857146,0,0,Medical 40,Medical - Chiropractor
17678.0,550.0,1382,550.0,0,0,Medical 40,Medical - Chiropractor
17679.0,20.0,0,20.0,0,0,Medical 40,Medical - Chiropractor
17680.0,520.0,0,260.0,0,1,Medical 40,Medical - Physical Therapist
17681.0,520.0,1658,260.0,1,1,Retail 50 - Nontaxable,Medical - Physical Therapist
17682.0,120.0,365,120.0,0,1,Medical 40,Medical - Physical Therapist
17683.0,250.0,755,250.0,0,1,Medical 50,Medical - Chiropractor
17684.0,59.99,317,59.99,0,1,Consumer, -------
17685.0,20.0,119,20.0,0,0,Medical 40,Medical - Physical Therapist
17686.0,240.0,813,20.0,0,1,Retail 40 - Nontaxable,Retail Fitness - CrossFit Box
17687.0,500.0,0,250.0,0,1,Medical 40,Retail Fitness - CrossFit Box
17688.0,100.15,0,16.691666666666666,0,1,Medical 40,Consumer - Fitness/CrossFit
17689.0,584.95,503,146.2375,0,1,Retail 40 - Nontaxable,Retailer - General/Other
17690.0,100.0,0,20.0,0,1,Medical 40,Medical - Physical Therapist
17691.0,20.0,0,20.0,0,0,Medical 40,Medical - Chiropractor
17693.0,170.0,567,85.0,0,1,Medical 40,Medical - Chiropractor
17694.0,21.75,0,21.75,0,0,Consumer,
17695.0,520.0,433,520.0,0,1,Medical 40,Medical - Physical Therapist
17696.0,550.0,1531,550.0,1,0,Medical 50,Medical - Chiropractor
17697.0,100.0,1627,20.0,0,0,Consumer,
17698.0,110.0,0,110.0,0,1,Equine Wholesale 40,Medical - Chiropractor
17699.0,300.0,312,300.0,0,0,Consumer,
17700.0,550.0,1448,550.0,1,1,Medical 50,Medical - Physical Therapist
17701.0,550.0,0,550.0,0,1,Medical 40,Medical - Physical Therapist
17702.0,550.0,1154,550.0,1,1,Medical 50,Medical - Chiropractor/HealthSource
17703.0,209.0,0,41.8,0,1,Medical 40,Medical - Athletic Trainer (Certified)
17704.0,360.0,1129,20.0,1,1,Medical 40,Medical - Physical Therapist
17705.0,300.0,1169,20.0,0,1,Retail 40 - Nontaxable,Retailer - Specialty Run
17706.0,120.0,0,120.0,0,0,Consumer,Retailer - Specialty Run
17707.0,120.0,1161,17.142857142857142,0,0,Medical 50,Medical - Chiropractor/HealthSource
17708.0,1199.8,132,59.989999999999995,0,0,Consumer,Medical - Chiropractor/HealthSource
17709.0,100.0,874,100.0,0,1,Medical 40,Medical - General/Other
17711.0,0.0,0,0.0,0,0,Medical 40,Medical - Hospital/Medical Center
17712.0,550.0,0,550.0,0,1,Medical 40,Medical - Chiropractor
17713.0,0.0,0,0.0,0,0,Consumer,
17714.0,0.0,0,0.0,0,0,Consumer,
17715.0,119.63,0,119.63,0,1,Medical 40,Medical - Physical Therapist
17716.0,0.0,0,0.0,0,0,Consumer,Medical - Physical Therapist
17717.0,495.9,196,6.0475609756097555,0,1,Retail 40 - Nontaxable,Retailer - General/Other
17718.0,120.0,1473,120.0,0,1,Medical 40,Medical - Chiropractor
17719.0,40.0,0,40.0,0,1,Consumer,
17720.0,0.0,1,0.0,0,0,Consumer,
17721.0,520.0,1654,520.0,0,1,Medical 40,Medical - Physical Therapist
17722.0,120.0,50,20.0,0,1,Medical 40,Medical - Physical Therapist
17723.0,1040.0,0,520.0,0,1,Medical 40,Medical - Physical Therapist
17724.0,200.0,494,200.0,0,1,Medical 40,Medical - Physical Therapist
17725.0,250.0,0,250.0,0,1,Medical 40,Medical - Physical Therapist
17726.0,40.0,0,20.0,0,0,Consumer,Medical - Physical Therapist
17727.0,100.0,93,100.0,0,1,Medical 40,Medical - Physical Therapist
17728.0,1044.0,0,522.0,0,0,Consumer,Medical - Athletic Trainer
17729.0,240.0,0,120.0,0,1,Medical 40,Medical - Physical Therapist
17730.0,100.0,0,20.0,0,1,Medical 40,Medical - Physical Therapist
17731.0,120.0,0,20.0,0,1,Medical 40,Medical - Physical Therapist
17732.0,0.0,0,0.0,0,0,Consumer,Medical - Physical Therapist
17733.0,110.0,1593,110.0,1,0,Medical 40,Medical - Physical Therapist
17734.0,0.0,1650,0.0,0,0,Medical 50,Medical - Physical Therapist
17735.0,250.0,0,250.0,0,1,Consumer, -------
17736.0,550.0,168,550.0,0,0,Medical 40,Medical - General/Other
17737.0,360.0,365,30.0,0,0,Retail 40 - Taxable,Retail Fitness - CrossFit Box
17738.0,230.0,735,115.0,0,0,Medical 40,Medical - Chiropractor
17739.0,0.0,0,0.0,0,0,Consumer,
17740.0,120.0,0,20.0,0,1,Medical 40,Medical - Chiropractor
17741.0,120.0,0,20.0,0,1,Consumer,
17742.0,250.0,0,250.0,0,1,Medical 40,Medical - Chiropractor
17743.0,809.95,1573,161.99,1,1,Medical 50,Medical - Chiropractor
17744.0,1100.0,1202,550.0,0,1,Medical 40,Medical - Physical Therapist
17745.0,550.0,0,550.0,0,1,Medical 40,Medical - Physical Therapist
17746.0,20.0,0,20.0,0,0,Consumer,Medical - Physical Therapist
17747.0,40.0,0,20.0,0,0,Consumer,Medical - Physical Therapist
17748.0,200.0,919,20.0,0,0,Medical 40,Medical - Massage Therapist
17749.0,0.0,1447,0.0,0,0,Consumer, -------
17750.0,0.0,0,0.0,0,0,Consumer, -------
17751.0,0.0,0,0.0,0,0,Consumer,
17752.0,550.0,0,550.0,0,1,Medical 40,Medical - General/Other
17753.0,0.0,0,0.0,0,0,Consumer, -------
17754.0,550.0,117,550.0,0,1,Medical 40,Medical - Chiropractor
17755.0,130.5,980,21.75,0,1,Medical 40,Medical - Chiropractor
17756.0,550.0,0,550.0,0,1,Medical 40,Medical - Acupuncturist
17757.0,1044.0,161,261.0,0,0,Medical 40,Medical - General/Other
17758.0,102.95,0,12.86875,0,1,Medical 40,Medical - General/Other
17759.0,59.95,0,19.983333333333334,0,0,Consumer, -------
17760.0,0.0,0,0.0,0,0,Consumer, -------
17761.0,114.95,274,22.990000000000002,0,1,Medical 40,Medical - General/Other
17762.0,60.0,0,20.0,0,0,Consumer, -------
17763.0,550.0,1338,550.0,0,1,Medical 40,Medical - Chiropractor
17764.0,40.0,0,20.0,0,0,Consumer, -------
17765.0,120.0,1591,120.0,1,1,Medical 50,Medical - Chiropractor
17766.0,250.0,0,250.0,0,1,Medical 50,Medical - Chiropractor
17767.0,20.0,0,20.0,0,0,Medical 40,Medical - Physical Therapist
17768.0,250.0,0,250.0,0,1,Medical 40,Medical - Physical Therapist
